,job,marital,education,default,housing,loan,campaign,previous,previous_outcome
495,0,1,2.0,0,1,0,2.0,0.0,3
35483,6,1,3.0,0,1,0,2.0,2.0,0
43381,3,1,3.0,0,0,0,1.0,0.0,3
8644,10,0,2.0,0,1,0,9.0,0.0,3
4052,0,1,2.0,0,1,0,3.0,0.0,3
21143,3,0,2.0,0,1,0,4.0,0.0,3
19583,6,0,3.0,0,1,1,2.0,0.0,3
23484,9,2,3.0,0,0,0,7.0,0.0,3
37841,6,0,2.0,0,1,0,2.0,0.0,3
25943,6,0,3.0,1,0,0,1.0,0.0,3
32774,4,0,3.0,0,0,0,2.0,0.0,3
5738,1,0,1.0,0,0,0,5.0,0.0,3
14097,2,0,2.0,0,1,0,2.0,0.0,3
23693,9,1,2.0,0,0,0,13.0,0.0,3
5060,4,1,3.0,0,1,0,2.0,0.0,3
12724,0,1,2.0,0,1,0,6.0,0.0,3
21137,9,2,2.0,0,1,1,2.0,0.0,3
44805,10,1,2.0,0,0,0,1.0,0.0,3
35815,9,2,3.0,0,1,0,3.0,0.0,3
18880,4,0,3.0,0,0,0,1.0,0.0,3
16204,6,0,2.0,0,1,0,2.0,0.0,3
17987,4,1,3.0,0,0,0,2.0,0.0,3
12002,9,0,2.0,0,1,0,14.0,0.0,3
1053,1,0,2.0,0,1,0,6.0,0.0,3
43213,5,1,2.0,0,0,0,3.0,2.0,0
42117,4,0,2.0,0,0,0,2.0,0.0,3
11992,4,0,3.0,0,0,0,4.0,0.0,3
27491,1,0,2.0,0,1,0,4.0,0.0,3
36968,1,0,2.0,0,1,0,5.0,1.0,2
18949,4,0,3.0,0,0,0,3.0,0.0,3
25643,4,2,3.0,0,0,0,1.0,0.0,3
37875,7,1,2.0,0,1,0,3.0,0.0,3
16843,3,0,1.0,0,1,0,3.0,0.0,3
11791,1,0,2.0,0,0,0,12.0,0.0,3
10131,1,0,2.0,0,1,0,1.0,0.0,3
34606,4,0,3.0,0,1,0,1.0,0.0,3
6450,0,0,2.0,0,1,0,2.0,0.0,3
7271,9,0,2.0,0,1,0,2.0,0.0,3
12363,7,0,1.0,0,0,0,2.0,0.0,3
3596,2,0,1.0,0,1,0,2.0,0.0,3
8522,7,1,2.0,0,1,0,3.0,0.0,3
22721,3,0,1.0,0,0,0,6.0,0.0,3
43772,8,1,2.0,0,0,0,1.0,7.0,1
40185,9,1,2.0,0,0,0,2.0,0.0,3
10787,7,1,2.0,0,0,0,1.0,0.0,3
7680,1,0,1.0,0,1,0,3.0,0.0,3
30467,9,0,2.0,0,1,1,4.0,0.0,3
24212,4,0,3.0,0,1,0,1.0,0.0,3
43520,4,0,2.0,0,0,0,1.0,0.0,3
15691,6,1,3.0,0,1,0,1.0,0.0,3
17360,4,1,3.0,0,1,0,3.0,0.0,3
18794,1,0,2.0,0,0,1,13.0,0.0,3
37041,1,0,1.0,0,1,0,1.0,0.0,3
38447,7,1,3.0,0,1,1,1.0,0.0,3
14661,9,1,2.0,0,0,0,7.0,0.0,3
17032,7,1,2.0,0,0,0,1.0,0.0,3
27015,4,0,3.0,0,0,0,2.0,0.0,3
13593,6,0,3.0,0,0,0,3.0,0.0,3
19133,9,0,2.0,0,0,0,1.0,0.0,3
39425,9,1,2.0,0,0,0,1.0,5.0,0
26190,4,2,3.0,0,0,0,2.0,2.0,1
39269,1,0,1.0,0,1,0,3.0,3.0,0
40336,2,0,3.0,0,0,0,15.0,0.0,3
39723,9,0,2.0,0,1,1,2.0,1.0,1
37068,1,0,1.0,0,1,0,1.0,0.0,3
9530,9,0,2.0,0,0,0,4.0,0.0,3
11481,1,0,1.0,0,0,0,1.0,0.0,3
11200,9,0,2.0,0,0,0,2.0,0.0,3
3379,5,0,2.0,0,1,0,1.0,0.0,3
26670,4,0,3.0,0,1,0,2.0,0.0,3
19523,1,0,1.0,0,1,0,2.0,0.0,3
38806,3,0,1.0,0,1,0,4.0,0.0,3
1897,1,0,1.0,0,1,0,2.0,0.0,3
29228,10,1,3.0,0,0,0,1.0,0.0,3
20381,4,0,3.0,0,0,0,3.0,0.0,3
23176,4,1,3.0,0,0,0,6.0,0.0,3
35446,1,0,1.0,0,1,0,4.0,1.0,0
9257,0,0,2.0,0,1,0,2.0,0.0,3
15185,1,0,2.0,0,0,0,3.0,0.0,3
9925,7,0,2.0,0,1,0,2.0,0.0,3
30628,11,1,2.0,0,0,0,3.0,0.0,3
26132,9,0,2.0,0,1,1,4.0,2.0,0
11000,3,1,1.0,0,0,0,2.0,0.0,3
17374,1,0,1.0,0,1,0,2.0,0.0,3
13712,7,0,2.0,0,1,0,1.0,0.0,3
29845,5,1,2.0,0,0,1,6.0,4.0,0
26695,1,2,1.0,0,0,1,1.0,0.0,3
16112,7,2,2.0,0,0,1,4.0,0.0,3
40968,9,0,3.0,0,0,0,1.0,0.0,3
14330,1,1,1.0,0,1,0,3.0,0.0,3
15914,4,0,3.0,0,0,1,3.0,0.0,3
10223,1,0,2.0,0,0,0,7.0,0.0,3
7792,7,0,2.0,0,1,0,3.0,0.0,3
4403,0,0,2.0,0,0,1,1.0,0.0,3
36241,1,0,2.0,0,1,0,3.0,0.0,3
19062,11,0,2.0,0,0,0,4.0,0.0,3
22255,1,0,2.0,0,0,0,1.0,0.0,3
18693,9,1,2.0,0,1,0,24.0,0.0,3
20893,4,2,3.0,0,0,0,3.0,0.0,3
36890,1,0,1.0,0,1,1,5.0,10.0,0
10168,11,0,2.0,0,0,0,2.0,0.0,3
16100,1,0,2.0,0,1,0,2.0,0.0,3
25988,4,0,3.0,0,0,0,3.0,0.0,3
40628,4,0,3.0,0,0,0,3.0,2.0,1
26088,0,0,2.0,0,1,1,3.0,0.0,3
36359,2,0,2.0,0,1,0,3.0,0.0,3
4267,4,1,3.0,0,1,0,1.0,0.0,3
36165,4,0,3.0,0,1,1,1.0,1.0,1
22335,4,0,3.0,0,0,0,4.0,0.0,3
24019,10,0,3.0,0,0,0,3.0,0.0,3
38818,1,0,3.0,0,1,1,1.0,0.0,3
33752,0,0,2.0,0,0,0,1.0,0.0,3
39224,4,0,3.0,0,1,0,2.0,4.0,0
1657,1,1,2.0,0,1,0,1.0,0.0,3
21681,4,0,3.0,0,0,0,2.0,0.0,3
15762,1,0,2.0,0,1,0,1.0,0.0,3
6021,7,1,2.0,0,1,0,2.0,0.0,3
39227,1,0,2.0,0,1,0,4.0,0.0,3
25407,0,0,2.0,0,1,0,1.0,0.0,3
6108,0,0,2.0,0,1,0,2.0,0.0,3
43466,4,0,3.0,0,0,0,1.0,2.0,0
4723,9,0,2.0,0,1,0,2.0,0.0,3
22882,4,1,3.0,0,0,0,3.0,0.0,3
18457,4,0,2.0,0,0,0,11.0,0.0,3
1960,1,0,2.0,0,0,0,4.0,0.0,3
17004,9,1,2.0,0,1,0,2.0,0.0,3
31134,9,0,2.0,0,0,0,2.0,0.0,3
3007,1,0,2.0,0,1,0,1.0,0.0,3
31239,9,1,2.0,0,1,0,1.0,0.0,3
34039,6,1,3.0,0,0,0,1.0,1.0,0
31764,1,1,2.0,0,1,0,1.0,1.0,2
38733,4,0,3.0,0,1,0,2.0,0.0,3
28324,0,1,2.0,0,1,0,1.0,2.0,0
39872,1,0,2.0,0,0,0,1.0,0.0,3
28500,9,1,2.0,0,1,0,2.0,2.0,0
12663,1,0,2.0,0,1,1,2.0,0.0,3
24330,4,0,3.0,0,1,0,1.0,2.0,2
38657,6,0,2.0,0,1,0,2.0,3.0,0
30926,10,1,3.0,0,1,0,3.0,3.0,2
2813,0,1,2.0,0,0,0,1.0,0.0,3
33941,0,0,2.0,0,0,0,1.0,1.0,0
3668,1,1,2.0,0,1,0,1.0,0.0,3
4712,1,0,1.0,0,1,0,2.0,0.0,3
43752,5,0,2.0,0,0,0,1.0,1.0,0
17629,10,0,2.0,0,1,0,2.0,0.0,3
35254,6,0,3.0,0,1,0,1.0,0.0,3
15721,9,1,2.0,0,1,0,1.0,0.0,3
7529,4,0,3.0,0,1,0,1.0,0.0,3
11788,4,0,3.0,0,1,0,8.0,0.0,3
7278,1,0,1.0,0,1,0,2.0,0.0,3
10099,4,1,3.0,0,0,0,1.0,0.0,3
9389,1,0,2.0,0,0,1,2.0,0.0,3
6001,9,1,2.0,0,1,0,2.0,0.0,3
44006,4,1,3.0,0,0,0,3.0,6.0,2
2142,0,1,3.0,0,0,0,1.0,0.0,3
28382,10,0,2.0,0,1,0,1.0,0.0,3
4664,7,0,2.0,0,1,0,8.0,0.0,3
27581,1,2,2.0,0,1,0,3.0,0.0,3
14019,0,1,3.0,0,0,1,1.0,0.0,3
10294,4,2,2.0,0,0,0,1.0,0.0,3
5147,7,0,2.0,0,1,0,1.0,0.0,3
41705,5,0,1.0,0,0,0,2.0,0.0,3
11629,9,0,1.0,0,0,0,7.0,0.0,3
18886,1,0,1.0,0,0,0,2.0,0.0,3
3546,7,0,2.0,0,1,0,9.0,0.0,3
30883,10,0,2.0,0,0,0,3.0,0.0,3
38435,1,0,1.0,0,1,0,3.0,1.0,2
44530,1,0,2.0,0,1,0,1.0,2.0,0
41997,5,0,2.0,0,0,0,1.0,0.0,3
31834,9,1,2.0,0,0,0,2.0,0.0,3
5344,9,0,2.0,0,1,0,2.0,0.0,3
24934,6,2,3.0,1,1,1,1.0,0.0,3
279,6,0,3.0,0,0,0,2.0,0.0,3
23572,4,0,3.0,0,0,0,13.0,0.0,3
42567,9,0,3.0,0,0,0,3.0,0.0,3
5761,1,0,2.0,1,1,1,1.0,0.0,3
23931,4,1,3.0,0,0,0,2.0,0.0,3
14393,5,0,2.0,0,0,0,2.0,0.0,3
16708,1,0,1.0,0,0,0,1.0,0.0,3
26143,0,2,2.0,0,0,1,3.0,0.0,3
41624,4,0,3.0,0,0,0,1.0,0.0,3
36686,7,1,2.0,0,1,0,3.0,3.0,2
42153,4,0,3.0,0,0,0,1.0,2.0,0
2162,1,0,2.0,0,1,0,1.0,0.0,3
4783,4,0,3.0,0,1,0,1.0,0.0,3
33748,0,2,1.0,0,1,0,1.0,1.0,1
25692,7,1,2.0,0,0,0,1.0,0.0,3
16102,2,0,3.0,0,1,0,2.0,0.0,3
25200,7,1,2.0,0,0,0,2.0,0.0,3
28168,4,0,3.0,0,0,0,1.0,0.0,3
11317,3,2,1.0,0,0,0,2.0,0.0,3
45201,4,0,3.0,0,0,0,1.0,4.0,1
13078,5,0,3.0,0,0,1,1.0,0.0,3
1830,4,0,2.0,0,1,0,2.0,0.0,3
650,8,1,2.0,0,1,0,2.0,0.0,3
4273,1,1,2.0,0,1,0,1.0,0.0,3
268,1,0,1.0,0,1,1,2.0,0.0,3
9256,9,0,1.0,0,1,0,3.0,0.0,3
6375,5,2,2.0,0,1,0,1.0,0.0,3
30705,9,0,1.0,0,1,0,2.0,1.0,0
44239,0,1,2.0,0,0,0,2.0,1.0,1
23728,9,2,3.0,0,0,0,10.0,0.0,3
27902,9,0,2.0,0,1,0,1.0,2.0,0
23579,4,2,3.0,0,0,0,10.0,0.0,3
33359,1,0,2.0,0,1,0,2.0,3.0,0
8585,7,1,2.0,0,1,1,6.0,0.0,3
32526,7,0,2.0,0,1,1,1.0,4.0,0
33920,4,2,3.0,0,0,0,1.0,1.0,1
40970,5,0,2.0,0,0,0,1.0,0.0,3
32045,4,2,3.0,0,1,0,1.0,0.0,3
2840,0,0,2.0,0,1,0,1.0,0.0,3
24295,9,2,3.0,0,1,1,1.0,16.0,2
43240,9,0,3.0,0,1,0,4.0,1.0,0
43390,4,1,3.0,0,1,1,1.0,1.0,1
5848,10,1,3.0,0,1,0,1.0,0.0,3
24538,5,1,2.0,1,1,1,1.0,0.0,3
37768,1,0,2.0,0,1,0,1.0,0.0,3
37487,4,2,2.0,0,1,0,6.0,0.0,3
23332,6,0,3.0,0,0,0,4.0,0.0,3
11253,9,0,2.0,0,0,0,11.0,0.0,3
5363,4,1,3.0,0,0,0,2.0,0.0,3
7937,1,0,1.0,0,0,1,8.0,0.0,3
5734,7,0,2.0,0,1,1,3.0,0.0,3
35688,9,1,2.0,0,1,0,1.0,0.0,3
12079,7,0,2.0,0,0,1,13.0,0.0,3
15727,4,1,3.0,0,0,0,2.0,0.0,3
38121,0,1,2.0,0,1,0,8.0,0.0,3
28146,5,0,1.0,0,0,0,1.0,0.0,3
38234,1,0,2.0,0,1,0,1.0,2.0,0
30046,8,1,2.0,0,1,0,2.0,0.0,3
27626,7,0,2.0,0,1,0,2.0,7.0,0
6755,9,0,2.0,0,1,0,1.0,0.0,3
29466,1,0,2.0,0,1,0,1.0,0.0,3
4144,1,0,1.0,0,1,0,1.0,0.0,3
13835,11,0,2.0,0,1,0,1.0,0.0,3
24577,2,1,3.0,0,0,0,2.0,0.0,3
43228,10,1,2.0,0,0,0,1.0,6.0,2
23909,4,1,2.0,0,0,0,2.0,0.0,3
7276,1,0,2.0,0,0,1,3.0,0.0,3
24914,4,2,3.0,0,0,0,1.0,0.0,3
9776,9,1,3.0,0,0,0,1.0,0.0,3
3990,1,0,1.0,0,1,0,10.0,0.0,3
111,9,2,2.0,0,0,0,1.0,0.0,3
680,7,0,2.0,0,1,0,2.0,0.0,3
19936,9,0,3.0,0,0,0,4.0,0.0,3
25065,1,0,2.0,0,1,0,1.0,0.0,3
28512,2,2,2.0,0,1,1,3.0,0.0,3
26506,0,0,2.0,0,1,0,1.0,0.0,3
39686,1,0,2.0,0,1,0,4.0,1.0,0
23720,5,0,2.0,0,0,0,3.0,0.0,3
25981,2,0,2.0,0,0,0,2.0,0.0,3
8023,1,0,2.0,0,1,0,1.0,0.0,3
15769,0,2,2.0,0,1,0,1.0,0.0,3
10086,1,1,2.0,0,1,0,2.0,0.0,3
17394,4,2,3.0,0,1,0,5.0,0.0,3
43486,8,1,2.0,0,0,0,2.0,2.0,0
8592,1,1,2.0,0,1,0,1.0,0.0,3
245,4,0,2.0,0,0,0,2.0,0.0,3
8952,9,0,2.0,0,1,0,2.0,0.0,3
7838,9,2,2.0,0,1,0,3.0,0.0,3
34489,0,0,2.0,0,1,0,1.0,0.0,3
24203,4,0,3.0,0,0,0,1.0,1.0,0
36394,4,0,3.0,0,1,0,2.0,1.0,0
8074,9,1,3.0,0,1,1,1.0,0.0,3
31180,9,1,2.0,0,1,0,5.0,0.0,3
2302,9,1,2.0,0,1,0,6.0,0.0,3
8817,4,1,3.0,1,1,0,2.0,0.0,3
12045,1,0,1.0,0,1,1,31.0,0.0,3
28323,1,0,2.0,0,1,0,1.0,0.0,3
28374,2,0,2.0,0,0,0,1.0,0.0,3
29274,4,0,2.0,0,0,0,2.0,0.0,3
12287,1,0,2.0,0,0,0,1.0,0.0,3
2605,5,2,1.0,0,1,0,2.0,0.0,3
8234,4,1,3.0,0,1,0,3.0,0.0,3
43006,1,0,2.0,0,1,0,2.0,2.0,0
15734,7,0,2.0,0,0,1,5.0,0.0,3
5211,6,1,2.0,0,1,0,14.0,0.0,3
15010,7,0,1.0,0,0,0,1.0,0.0,3
26705,1,2,2.0,0,1,0,2.0,1.0,0
27566,1,1,2.0,0,0,0,3.0,0.0,3
26130,0,2,2.0,0,0,1,7.0,0.0,3
3647,6,1,2.0,0,1,0,4.0,0.0,3
35190,7,0,2.0,0,1,1,1.0,7.0,0
26734,4,1,3.0,0,0,0,2.0,0.0,3
21790,9,2,2.0,0,0,0,4.0,0.0,3
7203,7,0,2.0,0,1,0,4.0,0.0,3
24909,9,1,2.0,0,1,0,1.0,2.0,0
24246,4,0,3.0,0,1,0,1.0,0.0,3
5198,4,2,3.0,0,1,0,10.0,0.0,3
12298,7,2,2.0,0,1,1,2.0,0.0,3
16727,5,0,1.0,0,0,0,2.0,0.0,3
8957,4,0,3.0,0,1,1,1.0,0.0,3
29099,6,0,2.0,0,1,0,1.0,4.0,0
32009,5,0,1.0,0,0,0,2.0,0.0,3
25341,9,1,3.0,0,0,0,2.0,0.0,3
25559,3,0,2.0,0,0,0,1.0,0.0,3
25569,4,2,3.0,0,1,1,1.0,5.0,0
29884,1,0,2.0,0,1,0,1.0,0.0,3
43764,0,0,2.0,0,0,0,1.0,6.0,1
8089,4,0,3.0,0,1,0,1.0,0.0,3
25771,4,2,3.0,0,1,1,1.0,0.0,3
37091,4,1,3.0,0,1,0,1.0,7.0,2
19090,1,0,1.0,0,0,0,2.0,0.0,3
34831,8,1,3.0,0,1,0,1.0,0.0,3
18701,1,1,1.0,0,0,0,5.0,0.0,3
24316,9,0,2.0,0,1,1,2.0,0.0,3
9607,0,2,2.0,0,0,0,1.0,0.0,3
9988,1,0,2.0,0,0,0,4.0,0.0,3
27308,4,1,3.0,0,0,0,4.0,0.0,3
20371,9,0,2.0,0,0,0,3.0,0.0,3
9391,1,0,1.0,0,0,0,3.0,0.0,3
2177,1,0,1.0,0,1,0,1.0,0.0,3
10263,5,1,2.0,0,0,0,2.0,0.0,3
14371,4,2,3.0,0,0,0,2.0,0.0,3
35022,8,1,2.0,0,1,0,3.0,0.0,3
25470,2,0,3.0,0,1,0,1.0,0.0,3
41985,11,1,2.0,0,0,0,1.0,1.0,1
11123,4,0,3.0,0,0,0,10.0,0.0,3
6607,9,0,2.0,0,1,0,1.0,0.0,3
36938,7,0,2.0,0,1,1,4.0,0.0,3
21368,4,2,3.0,0,0,0,13.0,0.0,3
39146,4,0,3.0,0,1,0,2.0,0.0,3
5625,0,0,2.0,0,1,0,2.0,0.0,3
30238,4,0,3.0,0,0,0,5.0,0.0,3
23852,1,0,2.0,0,0,0,2.0,0.0,3
21925,4,2,3.0,0,0,1,2.0,0.0,3
35594,7,1,2.0,0,1,0,3.0,0.0,3
17512,4,1,3.0,0,0,0,7.0,0.0,3
11006,7,2,2.0,0,1,1,6.0,0.0,3
38983,0,1,2.0,0,1,0,1.0,0.0,3
3878,2,0,3.0,1,1,0,4.0,0.0,3
40447,6,1,3.0,0,0,0,1.0,0.0,3
30557,6,0,2.0,1,0,0,2.0,0.0,3
24638,3,0,2.0,0,1,1,2.0,3.0,0
42987,8,1,3.0,0,0,0,1.0,4.0,1
39751,0,0,3.0,0,1,0,1.0,1.0,2
1588,9,0,2.0,1,1,0,2.0,0.0,3
9589,2,2,3.0,0,0,0,2.0,0.0,3
33706,5,0,2.0,0,0,0,1.0,0.0,3
28314,9,1,2.0,0,1,0,1.0,0.0,3
29506,0,0,2.0,0,1,0,1.0,1.0,0
9032,7,0,2.0,0,0,0,1.0,0.0,3
33631,0,2,2.0,0,1,0,5.0,10.0,2
39138,9,2,2.0,0,1,0,2.0,14.0,2
5642,1,0,2.0,0,1,0,3.0,0.0,3
425,4,0,2.0,0,1,0,2.0,0.0,3
40593,9,0,3.0,0,0,1,5.0,1.0,0
36448,1,1,2.0,0,1,0,2.0,0.0,3
14846,9,2,2.0,0,1,0,1.0,0.0,3
6585,0,0,2.0,0,0,1,1.0,0.0,3
35565,1,0,2.0,0,0,0,2.0,0.0,3
15845,9,0,2.0,0,1,0,3.0,0.0,3
5938,0,1,2.0,0,1,0,6.0,0.0,3
9685,5,2,3.0,0,0,1,1.0,0.0,3
6844,4,0,3.0,0,1,0,1.0,0.0,3
27776,10,1,2.0,0,0,0,1.0,0.0,3
35347,7,2,2.0,0,1,1,1.0,4.0,0
1613,0,2,2.0,0,1,0,4.0,0.0,3
16129,7,0,1.0,0,0,1,21.0,0.0,3
11074,4,2,2.0,0,0,0,2.0,0.0,3
11216,7,0,2.0,0,0,0,1.0,0.0,3
14373,7,1,2.0,0,1,0,3.0,0.0,3
2935,1,0,2.0,0,1,0,1.0,0.0,3
7176,9,0,2.0,0,1,0,1.0,0.0,3
38567,7,2,2.0,0,1,0,5.0,0.0,3
9876,4,0,3.0,0,0,0,1.0,0.0,3
7984,9,1,2.0,0,1,0,1.0,0.0,3
30801,1,0,1.0,0,1,0,3.0,4.0,2
13301,0,0,2.0,0,1,0,12.0,0.0,3
22048,8,1,3.0,0,0,0,3.0,0.0,3
27745,9,0,3.0,0,1,0,1.0,0.0,3
4404,1,0,2.0,0,1,1,1.0,0.0,3
42097,8,1,1.0,0,0,0,4.0,4.0,0
27477,9,0,2.0,0,0,0,2.0,0.0,3
19621,5,0,1.0,0,0,0,2.0,0.0,3
29846,6,0,3.0,0,0,0,2.0,0.0,3
26728,4,0,3.0,0,1,0,2.0,0.0,3
12335,7,1,2.0,0,0,1,1.0,0.0,3
44678,0,0,2.0,0,0,0,2.0,1.0,1
18727,0,0,2.0,0,0,0,2.0,0.0,3
25173,4,0,3.0,0,0,0,4.0,0.0,3
43640,1,0,2.0,0,1,0,1.0,5.0,1
6948,4,0,3.0,0,1,0,2.0,0.0,3
14714,1,0,2.0,0,1,0,2.0,0.0,3
9901,3,0,1.0,0,0,0,5.0,0.0,3
21927,9,0,2.0,0,0,0,2.0,0.0,3
12619,0,1,2.0,0,1,0,2.0,0.0,3
29831,2,2,3.0,0,0,0,1.0,0.0,3
624,9,0,2.0,0,1,0,1.0,0.0,3
9667,11,1,2.0,0,0,0,3.0,0.0,3
44156,6,2,3.0,0,0,0,3.0,1.0,0
26713,4,0,3.0,0,0,0,3.0,0.0,3
19999,4,0,3.0,0,1,1,2.0,0.0,3
34135,1,0,1.0,0,1,1,1.0,0.0,3
4850,4,1,3.0,0,1,0,1.0,0.0,3
19755,4,0,3.0,0,0,0,2.0,0.0,3
20072,1,0,2.0,0,0,0,5.0,0.0,3
30303,10,1,2.0,0,0,0,1.0,0.0,3
7009,0,0,2.0,0,0,0,3.0,0.0,3
36744,3,0,2.0,0,1,0,1.0,2.0,0
36110,4,2,3.0,0,1,0,1.0,2.0,0
6722,5,2,2.0,0,1,0,4.0,0.0,3
44166,0,2,2.0,0,0,0,1.0,0.0,3
42056,8,1,3.0,0,0,0,2.0,0.0,3
5709,9,2,2.0,0,1,0,1.0,0.0,3
9173,1,0,2.0,0,1,0,1.0,0.0,3
29324,4,0,3.0,0,0,0,2.0,0.0,3
8458,1,0,2.0,0,1,0,1.0,0.0,3
13988,1,0,1.0,0,1,1,7.0,0.0,3
33815,9,0,3.0,0,0,0,3.0,0.0,3
33080,8,1,2.0,0,0,0,1.0,0.0,3
33289,2,0,1.0,0,1,0,3.0,0.0,3
34001,7,0,2.0,0,0,0,1.0,5.0,2
4220,9,0,2.0,0,1,0,1.0,0.0,3
29221,3,1,2.0,0,0,0,1.0,0.0,3
35831,1,0,2.0,0,1,0,3.0,0.0,3
4940,9,1,2.0,0,1,0,1.0,0.0,3
33424,1,0,1.0,0,1,0,4.0,3.0,2
39830,6,1,3.0,0,0,0,1.0,0.0,3
43204,4,1,3.0,0,0,0,2.0,5.0,2
18626,5,0,3.0,0,1,0,3.0,0.0,3
14313,0,1,2.0,0,0,0,3.0,0.0,3
23619,9,0,2.0,0,1,0,7.0,0.0,3
138,1,0,2.0,0,1,0,1.0,0.0,3
3047,9,1,2.0,0,0,0,5.0,0.0,3
17269,4,0,3.0,0,1,1,2.0,0.0,3
32175,7,0,2.0,0,1,0,2.0,1.0,0
11243,6,0,3.0,0,0,0,3.0,0.0,3
32518,0,0,2.0,0,1,0,2.0,0.0,3
37256,1,0,1.0,0,1,0,1.0,3.0,0
26985,6,0,2.0,0,1,0,1.0,0.0,3
7690,5,0,2.0,0,1,0,1.0,0.0,3
13716,0,0,2.0,0,1,0,1.0,0.0,3
29471,1,0,2.0,1,1,0,1.0,0.0,3
14803,9,2,2.0,0,1,0,1.0,0.0,3
25778,0,2,2.0,0,1,0,1.0,0.0,3
8488,0,1,2.0,0,1,0,1.0,0.0,3
9028,7,2,2.0,0,0,0,1.0,0.0,3
18164,1,0,2.0,0,0,1,3.0,0.0,3
16243,1,0,1.0,0,1,0,1.0,0.0,3
5190,4,1,3.0,0,1,0,8.0,0.0,3
18094,1,1,2.0,0,1,0,11.0,0.0,3
21517,11,0,2.0,0,0,0,2.0,0.0,3
43735,0,0,2.0,0,0,0,2.0,2.0,2
14563,7,2,2.0,0,1,0,4.0,0.0,3
20358,4,0,3.0,0,0,0,5.0,0.0,3
4776,1,0,2.0,0,1,0,1.0,0.0,3
22197,4,1,3.0,0,0,0,5.0,0.0,3
11510,3,0,1.0,0,0,0,2.0,0.0,3
15193,6,0,3.0,0,1,0,2.0,0.0,3
14386,9,1,2.0,0,0,0,3.0,0.0,3
40133,1,0,1.0,0,0,0,3.0,0.0,3
34686,1,0,1.0,0,1,0,7.0,0.0,3
13646,1,0,2.0,0,0,0,2.0,0.0,3
9672,6,0,1.0,0,0,0,3.0,0.0,3
30892,3,0,1.0,0,0,0,6.0,0.0,3
7011,4,1,3.0,0,1,0,2.0,0.0,3
8687,4,0,3.0,0,0,0,3.0,0.0,3
14376,6,0,2.0,0,0,1,3.0,0.0,3
39870,6,0,3.0,0,0,0,2.0,1.0,2
31804,4,1,3.0,0,0,0,6.0,0.0,3
3228,7,0,2.0,0,1,0,1.0,0.0,3
1686,0,1,2.0,0,1,1,1.0,0.0,3
19898,9,1,3.0,0,1,0,2.0,0.0,3
19699,9,0,2.0,0,0,0,2.0,0.0,3
5210,0,0,2.0,0,1,0,3.0,0.0,3
36522,4,0,3.0,0,1,0,1.0,0.0,3
27704,9,0,1.0,0,0,1,7.0,1.0,0
41659,4,2,3.0,0,0,0,1.0,5.0,1
35351,7,1,2.0,0,1,0,2.0,0.0,3
7487,0,1,2.0,0,1,1,4.0,0.0,3
24198,9,1,2.0,0,1,0,1.0,2.0,0
31191,9,0,2.0,0,0,1,1.0,0.0,3
27241,9,0,2.0,0,1,0,3.0,0.0,3
2791,1,2,2.0,0,0,0,3.0,0.0,3
32411,1,0,1.0,0,1,0,2.0,0.0,3
19940,10,0,2.0,0,0,0,4.0,0.0,3
27659,10,0,2.0,0,0,0,4.0,0.0,3
5103,1,0,2.0,0,1,0,3.0,0.0,3
39375,4,1,3.0,0,0,0,1.0,0.0,3
45164,7,0,3.0,0,0,0,2.0,0.0,3
25812,1,0,2.0,0,1,1,3.0,2.0,0
3125,9,0,2.0,0,1,0,3.0,0.0,3
40169,4,2,3.0,0,1,0,2.0,1.0,2
4606,2,0,3.0,0,1,0,2.0,0.0,3
34756,7,0,2.0,0,1,0,1.0,2.0,0
20308,5,0,2.0,0,0,0,1.0,0.0,3
34673,0,1,2.0,0,1,1,2.0,0.0,3
30055,4,0,1.0,0,1,1,2.0,1.0,0
3941,1,0,1.0,0,1,0,2.0,0.0,3
44300,4,1,3.0,0,0,0,1.0,0.0,3
6341,9,0,2.0,0,1,0,2.0,0.0,3
3901,9,1,2.0,0,0,0,1.0,0.0,3
38123,1,0,2.0,0,0,0,8.0,0.0,3
29823,1,2,2.0,0,1,0,1.0,0.0,3
11883,1,0,2.0,0,0,0,3.0,0.0,3
7364,9,0,2.0,0,0,0,1.0,0.0,3
24775,4,0,3.0,0,1,1,1.0,0.0,3
14862,7,1,2.0,0,0,0,1.0,0.0,3
3788,1,1,2.0,0,1,0,3.0,0.0,3
14339,1,2,2.0,0,1,0,2.0,0.0,3
35381,7,0,2.0,0,0,0,1.0,0.0,3
36664,1,0,2.0,0,1,0,5.0,0.0,3
10507,1,0,1.0,0,0,0,2.0,0.0,3
6608,1,0,2.0,0,1,0,1.0,0.0,3
42101,9,0,3.0,0,0,0,2.0,1.0,0
7370,1,0,1.0,0,1,0,2.0,0.0,3
20265,1,0,1.0,0,0,0,6.0,0.0,3
23056,4,0,3.0,0,0,0,2.0,0.0,3
35506,1,1,2.0,1,1,1,2.0,1.0,2
43501,4,0,3.0,0,1,0,5.0,0.0,3
33633,4,1,2.0,0,1,0,4.0,3.0,0
39289,0,1,2.0,0,1,0,2.0,0.0,3
13797,4,0,3.0,0,0,0,1.0,0.0,3
30716,9,0,3.0,0,1,1,4.0,0.0,3
27936,4,1,3.0,0,1,0,1.0,0.0,3
39503,4,1,3.0,0,0,0,1.0,0.0,3
